ID,Source,Severity,Start_Time,End_Time,latitude,longitude,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1596,Source2,3,2016-06-28 20:49:56,2016-06-28 21:49:56,37.941891,-121.298233,,,0.0,Accident on I-5 Northbound at Exit 472 / CA-4 Exits 65A 65B / CA-4 Ort J Lofthus Fwy Exits 65A-B 66A. On the median.,I-5 N,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,2016-06-28 20:55:00,84.9,,23.0,29.86,10.0,West,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1597,Source2,3,2016-06-28 20:50:33,2016-06-28 21:50:33,38.604618,-122.592873,,,0.0,Lane blocked due to accident on CA-29 Lake County Hwy Northbound at Lake County Hwy / Old Lawley Toll Rd.,Lake County Hwy,Calistoga,Napa,CA,94515-9740,US,US/Pacific,KSTS,2016-06-28 20:53:00,64.9,,61.0,29.88,9.0,SSE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1598,Source2,3,2016-06-28 21:25:41,2016-06-28 22:25:41,37.953571,-121.309471,,,0.0,Accident on I-5 Northbound at IExit 473 / Flora St / Pershing Ave.,I-5 N,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,2016-06-28 20:55:00,84.9,,23.0,29.86,10.0,West,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1599,Source2,3,2016-06-28 21:46:04,2016-06-28 22:16:04,37.467045,-122.152321,,,0.0,Accident on US-101 Southbound at Exits 404A 404B CA-114 Willow Rd.,Bayshore Fwy S,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2016-06-28 20:47:00,62.6,,82.0,29.95,10.0,NNW,12.7,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1600,Source2,3,2016-06-28 22:22:01,2016-06-28 23:12:08,37.47588,-121.932259,,,0.0,Accident on I-880 Northbound at Exit 10 California Cir.,I-880 N,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2016-06-28 20:47:00,62.6,,82.0,29.95,10.0,NNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1601,Source2,3,2016-06-28 22:31:38,2016-06-28 23:31:38,38.061592,-121.374031,,,0.0,Accident on I-5 Southbound at Exit 481 Eight Mile Rd.,I-5 S,Stockton,San Joaquin,CA,95209,US,US/Pacific,KSCK,2016-06-28 22:55:00,79.0,,27.0,29.87,10.0,West,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1602,Source2,2,2016-06-28 23:34:48,2016-06-29 00:04:48,37.724804,-121.692116,,,0.0,Accident on Altamont Pass Rd at Goecken Rd.,Altamont Pass Rd,Livermore,Alameda,CA,94550,US,US/Pacific,KLVK,2016-06-28 23:53:00,66.9,,51.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1603,Source2,2,2016-06-29 00:04:54,2016-06-29 00:34:54,38.507656,-122.719826,,,0.0,Accident on Mark West Springs Rd at Cross Creek Rd.,Cross Creek Rd,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2016-06-29 00:53:00,54.0,,83.0,29.89,8.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1604,Source2,2,2016-06-29 00:03:58,2016-06-29 00:33:58,38.095749,-122.23443600000002,,,0.0,Accident on Benicia Rd at Starr Ave.,Benicia Rd,Vallejo,Solano,CA,94590-7131,US,US/Pacific,KAPC,2016-06-29 00:54:00,57.0,,89.0,29.91,9.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1605,Source2,2,2016-06-29 00:15:15,2016-06-29 00:45:15,36.967934,-121.99794,,,0.0,Accident on 7th Ave at Eaton St.,7th Ave,Santa Cruz,Santa Cruz,CA,95062-3912,US,US/Pacific,KWVI,2016-06-29 00:53:00,52.0,,93.0,29.96,9.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1606,Source2,2,2016-06-29 00:19:48,2016-06-29 00:49:48,36.987213,-122.003967,,,0.0,Accident on Fairmount Ave at CA-1.,Fairmount Ave,Santa Cruz,Santa Cruz,CA,95062,US,US/Pacific,KWVI,2016-06-29 00:53:00,52.0,,93.0,29.96,9.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1607,Source2,2,2016-06-29 00:41:13,2016-06-29 01:26:13,37.953987,-121.234261,,,0.0,Lane blocked due to accident on Main St at Oro Ave.,E Main St,Stockton,San Joaquin,CA,95215-6727,US,US/Pacific,KSCK,2016-06-29 00:55:00,73.0,,39.0,29.86,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1608,Source2,2,2016-06-29 01:23:20,2016-06-29 02:23:20,38.684624,-123.426376,,,0.0,Right hand shoulder blocked due to accident on CA-1 Northbound at Moonraker Rd.,Highway 1,The Sea Ranch,Sonoma,CA,95497,US,US/Pacific,KUKI,2016-06-29 00:56:00,68.0,,55.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1609,Source2,2,2016-06-29 01:52:10,2016-06-29 02:52:10,37.349121,-121.993225,,,0.0,Accident on Flora Vista Ave both ways around Granada Ave.,Granada Ave,Santa Clara,Santa Clara,CA,95051-3402,US,US/Pacific,KSJC,2016-06-29 01:53:00,60.1,,78.0,29.94,10.0,NNW,5.8,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1610,Source2,2,2016-06-29 01:54:01,2016-06-29 02:54:01,37.645161,-122.404831,,,0.0,Lane blocked due to accident on Airport Blvd both ways at Utah Ave.,S Airport Blvd,South San Francisco,San Mateo,CA,94080-6704,US,US/Pacific,KSFO,2016-06-29 01:56:00,54.0,,83.0,29.95,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1611,Source2,3,2016-06-29 01:52:43,2016-06-29 02:52:43,37.468521,-122.292183,,,0.0,Lane blocked due to accident on I-280 Northbound at Exit 29 Edgewood Rd.,Junipero Serra Fwy N,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2016-06-29 01:55:00,57.2,,77.0,29.96,10.0,NW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1612,Source2,2,2016-06-29 03:18:42,2016-06-29 04:18:42,38.246796,-122.627808,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 474 Washington St.,E Washington St,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-06-29 03:15:00,48.2,,100.0,29.95,5.0,NNW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1613,Source2,3,2016-06-29 03:27:23,2016-06-29 04:27:23,37.785542,-122.39138,,,0.0,Lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,James Lick Fwy N,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-06-29 03:53:00,55.9,,84.0,29.95,9.0,WNW,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1614,Source2,2,2016-06-29 05:59:23,2016-06-29 06:43:00,37.959,-122.052406,,,0.0,Right hand shoulder blocked due to accident on CA-242 Southbound at Exit 1B I-680.,CA-242 S,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-06-29 05:53:00,59.0,,72.0,29.88,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1615,Source2,3,2016-06-29 05:33:13,2016-06-29 06:43:00,37.855087,-122.02961,,,0.0,Accident on I-680 Southbound at Exits 42A 42B Stone Valley Rd.,I-680 S,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-06-29 05:53:00,59.0,,72.0,29.88,9.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1616,Source2,2,2016-06-29 06:47:34,2016-06-29 07:28:00,38.221317,-122.238693,,,0.0,Accident on CA-12 Jameson Canyon Rd Eastbound at Kirkland Ranch Rd.,Jameson Canyon Rd,American Canyon,Napa,CA,94503,US,US/Pacific,KAPC,2016-06-29 06:54:00,55.0,,93.0,29.93,9.0,WSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1617,Source2,2,2016-06-29 06:29:19,2016-06-29 07:08:00,37.595875,-121.886383,,,0.0,Accident on Foothill Rd both ways at Bond St.,Bond Ln,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2016-06-29 06:53:00,57.9,,78.0,29.94,10.0,WNW,6.9,,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-1618,Source2,2,2016-06-29 07:39:21,2016-06-29 08:09:21,37.096439,-122.100723,,,0.0,Accident on Alba Rd at Alba Rd /Lorien Wy.,Alba Rd,Ben Lomond,Santa Cruz,CA,95005-9262,US,US/Pacific,KWVI,2016-06-29 07:40:00,51.1,,100.0,30.0,0.8,Calm,,,Mist,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1619,Source2,2,2016-06-29 07:53:42,2016-06-29 08:23:42,38.162251,-121.612297,,,0.0,Accident on CA-160 1st St at 1st St.,1st St,Isleton,Sacramento,CA,95641,US,US/Pacific,KSUU,2016-06-29 07:58:00,61.2,,73.0,29.9,10.0,SW,20.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1620,Source2,2,2016-06-29 07:20:30,2016-06-29 08:20:30,37.75404,-121.485123,,,0.0,Accident on County Hwy-J4 Byron Rd at County Hwy-J4 Byron Rd.,W Grant Line Rd,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-29 06:55:00,68.0,,52.0,29.88,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1621,Source2,2,2016-06-29 07:40:44,2016-06-29 08:10:44,37.855412,-121.039825,,,0.0,Accident on County Hwy-J7 Mariposa Rd at Dodds Rd.,Mariposa Rd,Escalon,San Joaquin,CA,95320-8515,US,US/Pacific,KMOD,2016-06-29 07:53:00,77.0,,39.0,29.89,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1622,Source2,2,2016-06-29 08:03:31,2016-06-29 08:49:00,38.387066,-122.835098,,,0.0,Accident on Lynch Rd at Pleasant Hill Rd.,Lynch Rd,Sebastopol,Sonoma,CA,95472-4644,US,US/Pacific,KSTS,2016-06-29 08:00:00,50.0,,96.0,29.95,2.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1623,Source2,2,2016-06-29 08:16:18,2016-06-29 08:46:18,36.989685,-122.021805,,,0.0,Accident on CA-1 Northbound after CA-17.,CA-17 N,Santa Cruz,Santa Cruz,CA,95060,US,US/Pacific,KWVI,2016-06-29 08:13:00,52.0,,97.0,30.0,4.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1624,Source2,3,2016-06-29 08:14:05,2016-06-29 08:44:05,38.416264,-121.897232,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Midway Rd.,Midway Rd,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2016-06-29 08:15:00,66.2,,64.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1625,Source2,2,2016-06-29 08:15:42,2016-06-29 08:45:42,36.87112800000001,-121.785408,,,0.0,Accident on McGowan Rd at Trafton Rd.,Trafton Rd,Moss Landing,Monterey,CA,95039-9641,US,US/Pacific,KWVI,2016-06-29 08:13:00,52.0,,97.0,30.0,4.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1626,Source2,2,2016-06-29 08:14:57,2016-06-29 08:44:57,36.871086,-121.66745,,,0.0,Accident on County Hwy-G11 San Juan Rd at Wallace Ct.,San Juan Rd,Aromas,Monterey,CA,95004-9033,US,US/Pacific,KWVI,2016-06-29 08:13:00,52.0,,97.0,30.0,4.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1627,Source2,3,2016-06-29 08:08:01,2016-06-29 08:38:01,37.740891,-121.505043,,,0.0,Accident on I-205 Westbound at 11th St.,I-205 W,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-29 07:55:00,73.0,,51.0,29.89,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1628,Source2,2,2016-06-29 08:10:56,2016-06-29 08:40:56,38.714504,-121.475502,,,0.0,Accident on Elverta Rd at El Rio Ave.,El Rio Ave,Elverta,Sacramento,CA,95626-9218,US,US/Pacific,KMCC,2016-06-29 08:15:00,71.6,,46.0,29.92,7.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1629,Source2,3,2016-06-29 08:50:41,2016-06-29 09:20:41,38.482731,-121.811592,,,0.0,Accident on I-80 Westbound at Milk Farm Rd.,I-80 W,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2016-06-29 08:55:00,71.6,,53.0,29.92,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1630,Source2,2,2016-06-29 08:36:26,2016-06-29 09:22:02,37.865192,-121.667648,,,0.0,Right hand shoulder blocked due to accident on Camino Diablo at Vasco Rd.,Vasco Rd,Byron,Contra Costa,CA,94514,US,US/Pacific,KLVK,2016-06-29 08:53:00,66.0,,60.0,29.95,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1631,Source2,3,2016-06-29 08:24:17,2016-06-29 09:24:17,38.149616,-121.39951299999998,,,0.0,Accident on I-5 Southbound at Exit 487 Turner Rd.,I-5 S,Lodi,San Joaquin,CA,95242,US,US/Pacific,KSCK,2016-06-29 07:55:00,73.0,,51.0,29.89,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1632,Source2,2,2016-06-29 08:50:06,2016-06-29 09:20:06,36.431648,-121.337425,,,0.0,Slow lane blocked due to accident on US-101 Northbound before Front St.,El Camino Real S,Soledad,Monterey,CA,93960,US,US/Pacific,KSNS,2016-06-29 08:53:00,55.0,,83.0,30.04,9.0,WNW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1633,Source2,2,2016-06-29 09:14:52,2016-06-29 09:44:52,38.247784,-122.62973,,,0.0,Right hand shoulder blocked due to multi-vehicle accident on US-101 Southbound at Exit 474 Washington St.,US-101 S,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-06-29 09:15:00,59.0,,72.0,30.0,7.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1634,Source2,3,2016-06-29 09:52:33,2016-06-29 10:22:33,37.737488,-122.402237,,,0.0,Accident on I-280 Southbound at Alemany Blvd.,I-280 S,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-06-29 09:56:00,57.9,,72.0,30.01,10.0,WNW,15.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1635,Source2,3,2016-06-29 09:40:56,2016-06-29 10:10:56,37.994263,-122.296127,,,0.0,Multi-vehicle accident on I-80 Westbound at Exit 22 Pinole Valley Rd.,I-80 W,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,2016-06-29 09:53:00,72.0,,46.0,29.91,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1636,Source2,2,2016-06-29 09:51:18,2016-06-29 10:36:18,39.112743,-121.632614,,,0.0,Accident on Barrett Rd at Lincoln Rd.,Lincoln Rd,Yuba City,Sutter,CA,95991-6554,US,US/Pacific,KMYV,2016-06-29 09:53:00,82.9,,39.0,29.91,10.0,SSW,5.8,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1637,Source2,2,2016-06-29 10:04:38,2016-06-29 10:34:38,38.334099,-122.712715,,,0.0,Accident on US-101 Northbound at Gravenstein Hwy.,US-101 N,Cotati,Sonoma,CA,94931,US,US/Pacific,KO69,2016-06-29 09:55:00,62.6,,68.0,29.99,8.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1638,Source2,3,2016-06-29 10:07:57,2016-06-29 10:37:57,37.630173,-122.43483700000002,,,0.0,Accident on I-280 Southbound at San Bruno Ave.,I-280 S,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2016-06-29 09:56:00,57.9,,72.0,30.01,10.0,WNW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1639,Source2,3,2016-06-29 10:06:00,2016-06-29 10:36:00,37.741734,-121.574196,,,0.0,Multi-vehicle accident on I-205 Eastbound at Exit 65.,I-580 E,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-06-29 09:53:00,69.1,,54.0,29.95,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1640,Source2,2,2016-06-29 10:13:18,2016-06-29 10:43:18,37.06649,-121.219147,,,0.0,Accident on CA-152 Pacheco Pass Hwy Westbound at Dinosaur Point Rd.,Pacheco Pass Hwy,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,2016-06-29 10:10:00,71.6,,57.0,29.99,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1641,Source2,3,2016-06-29 10:43:13,2016-06-29 11:13:13,38.222748,-122.12883,,,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound near I-80 Exit 41 / Suisun Valley Rd.,Suisun Valley Rd,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-29 10:51:00,62.6,,72.0,29.98,10.0,SW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1642,Source2,3,2016-06-29 10:42:02,2016-06-29 11:12:02,38.242306,-122.08654,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound after Exits 43 44A / Abernathy Rd.,Abernathy Rd,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-29 10:51:00,62.6,,72.0,29.98,10.0,SW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1643,Source2,3,2016-06-29 10:35:13,2016-06-29 11:05:13,38.249687,-122.07,,,0.0,Slow lane blocked due to accident on I-80 Westbound at Exits 44 44B / Texas St.,I-80 W,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2016-06-29 10:58:00,73.6,,47.0,29.91,10.0,SW,20.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1644,Source2,2,2016-06-29 10:41:13,2016-06-29 11:11:13,37.335892,-121.848213,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 384 385 / Story Rd.,US-101 N,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2016-06-29 10:59:00,73.4,,38.0,30.01,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1645,Source2,2,2016-06-29 10:25:37,2016-06-29 10:55:37,37.06649,-121.219147,,,0.0,Accident on CA-152 Pacheco Pass Hwy Westbound at Dinosaur Point Rd.,Pacheco Pass Hwy,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,2016-06-29 10:30:00,73.4,,53.0,29.98,8.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1646,Source2,2,2016-06-29 10:32:06,2016-06-29 11:17:06,37.054756,-120.726021,,,0.0,Accident on CA-33 State Highway 152 Eastbound at Deepwell Rd.,Deepwell Rd,Dos Palos,Merced,CA,93620,US,US/Pacific,KMCE,2016-06-29 10:53:00,91.0,,23.0,29.89,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1647,Source2,2,2016-06-29 10:49:36,2016-06-29 11:19:36,38.079857,-122.546234,,,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at CA-37.,CA-37 W,Novato,Marin,CA,94947,US,US/Pacific,KDVO,2016-06-29 10:55:00,66.2,,64.0,29.98,,ESE,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1648,Source2,3,2016-06-29 10:47:51,2016-06-29 11:33:44,37.66637,-122.107491,,,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 29 / A St.,I-880 N,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-06-29 10:54:00,60.1,,67.0,30.04,10.0,West,11.5,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1649,Source2,2,2016-06-29 11:17:14,2016-06-29 11:47:14,37.617031,-122.154434,,,0.0,Accident on CA-92 Westbound at San Mateo-Hayward Bridge Toll Plaza.,CA-92 E,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2016-06-29 11:27:00,63.0,,63.0,30.01,10.0,WNW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1650,Source2,2,2016-06-29 11:09:27,2016-06-29 12:09:27,38.560539,-121.464165,,,0.0,Accident on I-80 Bus Capital City Fwy Eastbound at Exits 6A 6B 6C 298B US-50.,US-50 E,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,2016-06-29 10:53:00,78.1,,43.0,29.91,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1651,Source2,2,2016-06-29 11:11:36,2016-06-29 11:41:36,38.574242,-121.415268,,,0.0,Heavy traffic due to accident on Howe Ave at Fair Oaks Blvd.,Howe Ave,Sacramento,Sacramento,CA,95825,US,US/Pacific,KMCC,2016-06-29 11:15:00,84.2,,30.0,29.91,6.0,South,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1652,Source2,3,2016-06-29 11:19:44,2016-06-29 12:05:18,38.100746,-122.229858,,,0.0,Slow lane blocked due to accident on I-80 Westbound after Georgia St.,Georgia St,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,2016-06-29 10:54:00,64.0,,67.0,29.96,10.0,SSW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1653,Source2,3,2016-06-29 11:42:14,2016-06-29 12:12:14,37.33255,-122.055733,,,0.0,Accident on I-280 Northbound before CA-85. On the median.,Norman Y Mineta Hwy,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,2016-06-29 11:56:00,66.0,,63.0,30.02,10.0,NNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1654,Source2,2,2016-06-29 11:28:44,2016-06-29 11:58:44,37.349777,-121.861732,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound after Alum Rock Ave.,Alum Rock Ave,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-29 11:50:00,73.4,,50.0,30.01,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1655,Source2,3,2016-06-29 12:04:57,2016-06-29 12:34:57,37.276817,-122.007233,,,0.0,Accident on CA-85 Northbound from Winchester Blvd to Saratoga Ave. On the median.,Norman Y Mineta Hwy,Saratoga,Santa Clara,CA,95070,US,US/Pacific,KSJC,2016-06-29 11:53:00,69.1,,58.0,29.99,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1656,Source2,2,2016-06-29 12:15:29,2016-06-29 12:45:29,37.381866,-121.963829,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound before Montague Expy.,Bayshore Fwy S,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,2016-06-29 11:53:00,69.1,,58.0,29.99,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1657,Source2,2,2016-06-29 11:51:06,2016-06-29 12:43:25,37.420315,-121.939934,,,0.0,Right hand shoulder blocked due to accident on CA-237 Westbound from I-880 to Holger Way.,CA-237 W,San Jose,Santa Clara,CA,95134,US,US/Pacific,KSJC,2016-06-29 11:53:00,69.1,,58.0,29.99,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1658,Source2,2,2016-06-29 12:39:20,2016-06-29 13:09:20,39.387703,-123.347298,,,0.0,Accident on Muir Mill Rd both ways at Elm Ln.,Muir Mill Rd,Willits,Mendocino,CA,95490-9601,US,US/Pacific,KUKI,2016-06-29 12:56:00,93.0,,26.0,29.88,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1659,Source2,2,2016-06-29 12:25:49,2016-06-29 13:11:09,37.334911,-122.033028,,,0.0,Accident on I-280 Westbound at De Anza Blvd.,Junipero Serra Fwy N,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,2016-06-29 11:56:00,66.0,,63.0,30.02,10.0,NNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1660,Source2,3,2016-06-29 12:39:01,2016-06-29 13:09:01,37.454247,-121.923073,,,0.0,#1 lane blocked due to accident on I-880 Northbound before Dixon Landing Rd.,Dixon Landing Rd,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2016-06-29 12:53:00,71.1,,57.0,29.98,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1661,Source2,2,2016-06-29 12:44:26,2016-06-29 13:14:26,38.12566,-121.579445,,,0.0,Accident on CA-12 at Mokelumne River.,State Route 12,Lodi,San Joaquin,CA,95242,US,US/Pacific,KSCK,2016-06-29 12:55:00,91.0,,28.0,29.89,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
